time(us) gx(rad/s) gy(rad/s) gz(rad/s) ax(m/s^2) ay(m/s^2) az(m/s^2) temperature px py pz qx qy qz qw
1.277050719999998808e+06 -2.167097279177025715e-02 6.986013235976624991e-02 1.975632425760608102e-02 9.806136130234088810e+00 -4.436578097138940135e-01 -5.911487852413157551e-01 3.183203125000000000e+01 -2.991373538970947266e-01 7.678413391113281250e-01 2.046008586883544922e+00 -1.598591953516005915e-01 -1.390226334333420077e-01 -2.145943641662596824e-01 9.534500241279603161e-01
1.285383719999998808e+06 -2.485889624329992720e-02 6.609477948944146586e-02 1.763971526014779939e-02 9.814537104310227633e+00 -4.520885286543654402e-01 -5.959642943627756484e-01 3.185156250000000000e+01 -2.989443838596343994e-01 7.676922082901002087e-01 2.045992851257324219e+00 -1.597326993942260742e-01 -1.387625336647034247e-01 -2.147245556116104126e-01 9.534798860549926758e-01
1.293717719999998808e+06 -3.073318249226137180e-02 6.172297046109105623e-02 1.903409003325086044e-02 9.831339052462512385e+00 -4.448643564357472879e-01 -5.914985768268481436e-01 3.188281250000000000e+01 -2.987535297870635986e-01 7.675449252128601074e-01 2.045969963073730469e+00 -1.596011966466903687e-01 -1.384745538234711248e-01 -2.148728221654891968e-01 9.535104036331175648e-01
1.302050719999998808e+06 -3.219901820404063447e-02 5.679981340702024151e-02 1.851501080192688095e-02 9.872143783689475427e+00 -4.496851475686956534e-01 -6.085219308604972177e-01 3.188281250000000000e+01 -2.985704541206359863e-01 7.674079537391662598e-01 2.045951843261718750e+00 -1.595061123371124823e-01 -1.382289528846741000e-01 -2.150332480669021606e-01 9.535257816314696155e-01
1.310383719999998808e+06 -3.685486244211731016e-02 5.186822219686084562e-02 1.694833854281749611e-02 9.852941557229728531e+00 -4.268020913326839305e-01 -5.459585984596326824e-01 3.184765625000000000e+01 -2.983980178833007812e-01 7.672817707061766468e-01 2.045945405960083008e+00 -1.593795716762541892e-01 -1.380120515823364813e-01 -2.152125686407088678e-01 9.535378813743590198e-01
1.318717719999998808e+06 -3.831168924288572836e-02 4.461998773715893096e-02 1.857870956742418284e-02 9.849341139768524656e+00 -4.557044997068891989e-01 -5.682323499355941276e-01 3.184960937500000000e+01 -2.982274591922760010e-01 7.671664953231811523e-01 2.045927524566650391e+00 -1.593041419982910711e-01 -1.377855092287063876e-01 -2.153684049844740711e-01 9.535480737686157227e-01
1.327050719999998808e+06 -3.953934406217340242e-02 4.490670283025228332e-02 1.805160159351956034e-02 9.852941557229728531e+00 -4.376406158774864275e-01 -5.765192774231406858e-01 3.184960937500000000e+01 -2.980697751045227051e-01 7.670589685440062366e-01 2.045924186706542969e+00 -1.592043936252593994e-01 -1.375986784696578702e-01 -2.155390977859496793e-01 9.535530805587768555e-01
1.335384719999998808e+06 -3.904373171437636875e-02 3.710430049017696130e-02 1.617828343327022689e-02 9.806136130234088810e+00 -4.171636386043767741e-01 -5.417853924644298047e-01 3.185156250000000000e+01 -2.979190349578857422e-01 7.669654488563537598e-01 2.045912265777587891e+00 -1.591737717390060425e-01 -1.374355703592300693e-01 -2.157003581523894709e-01 9.535452723503111683e-01
1.343717719999998808e+06 -3.732157048581166703e-02 3.479148656946750434e-02 1.724046563246625988e-02 9.779733068851937716e+00 -4.352254720470830618e-01 -5.261279808720173978e-01 3.183593750000000000e+01 -2.977762520313262939e-01 7.668842077255250134e-01 2.045894145965576172e+00 -1.591973751783371527e-01 -1.372985988855362494e-01 -2.158437520265579224e-01 9.535285234451293945e-01
1.352050719999998808e+06 -3.707214862991288495e-02 3.160934312283746050e-02 1.724217604226686157e-02 9.842140304846118681e+00 -4.316182421167923944e-01 -5.822496788303477278e-01 3.185546875000000000e+01 -2.976447641849517822e-01 7.668131589889526367e-01 2.045877456665039062e+00 -1.592263430356979093e-01 -1.371443867683410922e-01 -2.159895598888396662e-01 9.535129070281982422e-01
1.360384719999998808e+06 -3.682750861572595819e-02 2.814660362163968338e-02 1.536580414085399540e-02 9.785733764620607289e+00 -4.183660845528368033e-01 -5.144627291172541028e-01 3.182617187500000000e+01 -2.975199222564696711e-01 7.667450308799742542e-01 2.045870780944824219e+00 -1.592001616954804022e-01 -1.370248049497604648e-01 -2.161531448364256702e-01 9.534974098205566406e-01
1.368717719999998808e+06 -3.559326426616506861e-02 2.294043111149454348e-02 1.589862127305108341e-02 9.892546149302960501e+00 -4.376441770754331828e-01 -5.512067889480865013e-01 3.187500000000000000e+01 -2.974026203155517023e-01 7.666931152343750000e-01 2.045856714248656782e+00 -1.592434197664260864e-01 -1.369014233350753507e-01 -2.162946164608001154e-01 9.534758329391479492e-01
1.377050719999998808e+06 -3.460604256712161014e-02 1.802511322264481464e-02 1.589639542555370058e-02 9.864942948767071229e+00 -4.689529881578087256e-01 -5.249467013187030240e-01 3.187500000000000000e+01 -2.972949743270874023e-01 7.666497230529785156e-01 2.045844316482543945e+00 -1.593052595853805542e-01 -1.367955505847931186e-01 -2.164443135261535922e-01 9.534467458724972255e-01
1.385384719999998808e+06 -3.435429499465584430e-02 1.310669068764355044e-02 1.590012083239869881e-02 9.830138913308777759e+00 -4.641327366003069055e-01 -5.362209069489536351e-01 3.187109375000000000e+01 -2.971989512443542480e-01 7.666105628013609730e-01 2.045841455459594727e+00 -1.593228429555893499e-01 -1.367038637399674017e-01 -2.165900319814682007e-01 9.534238576889038086e-01
1.393717719999998808e+06 -3.361585032123325795e-02 7.041602317989963458e-03 1.402280392365750673e-02 9.851741418075992129e+00 -4.894245696764532583e-01 -4.988914433331697040e-01 3.185742187500000000e+01 -2.971131503582000732e-01 7.665821313858032227e-01 2.045839786529541016e+00 -1.593537181615830023e-01 -1.366350948810577948e-01 -2.167291790246963501e-01 9.533970355987548828e-01
1.402050719999998808e+06 -3.311933232600276084e-02 2.413594513101076627e-03 1.402420974621431012e-02 9.830138913308777759e+00 -4.930354687197801011e-01 -4.844825512815936208e-01 3.185742187500000000e+01 -2.970414757728576660e-01 7.665613889694213867e-01 2.045839548110961470e+00 -1.594020575284958441e-01 -1.365841925144195557e-01 -2.168633341789245328e-01 9.533657431602478027e-01
1.410383719999998808e+06 -3.140887677539291184e-02 -1.611656770781217871e-03 9.989843408593341439e-03 9.836139609077447332e+00 -4.966488498101607751e-01 -5.280612259757133664e-01 3.185156250000000000e+01 -2.969834804534912109e-01 7.665483951568603516e-01 2.045840501785278320e+00 -1.594347506761550903e-01 -1.365441530942917148e-01 -2.169992029666900080e-01 9.533349275588989258e-01
1.418717719999998808e+06 -2.602344979727590560e-02 -2.730095998571179829e-03 6.459053369154332293e-03 9.738928337624967568e+00 -5.399942068671375051e-01 -5.901732663422019076e-01 3.189843750000000000e+01 -2.969336509704589844e-01 7.665382027626036487e-01 2.045831680297851562e+00 -1.595048755407333929e-01 -1.365052312612534124e-01 -2.171081900596618375e-01 9.533040523529052734e-01
1.427050719999998808e+06 -2.406600834055575358e-02 -6.468697035267152728e-03 3.227403794696972073e-03 9.776132651390732065e+00 -5.183205031453008704e-01 -5.954020539775388698e-01 3.188476562500000000e+01 -2.968987822532653809e-01 7.665311098098754883e-01 2.045827865600585493e+00 -1.595817357301712036e-01 -1.364884227514267523e-01 -2.172082960605620783e-01 9.532707333564758301e-01
1.435383719999998808e+06 -1.917350054959724229e-02 -7.296061696170209540e-03 -1.104790922139652423e-03 9.813336965156494784e+00 -5.026682019483543762e-01 -5.982770770471446120e-01 3.189453125000000000e+01 -2.968809306621551514e-01 7.665267586708067737e-01 2.045826196670531782e+00 -1.596504449844359519e-01 -1.364988088607788363e-01 -2.172819375991820734e-01 9.532409906387327991e-01
1.443717719999998808e+06 -1.796022799985210611e-02 -7.847060084485036474e-03 -5.944256098406293723e-03 9.780933208005670565e+00 -5.062781297558774929e-01 -5.731377454119805925e-01 3.187109375000000000e+01 -2.968754768371582031e-01 7.665215134620665394e-01 2.045845985412597656e+00 -1.596990078687668402e-01 -1.365757435560226718e-01 -2.173563241958617887e-01 9.532049298286436878e-01
1.452050719999998808e+06 -1.354710585417952771e-02 -6.385297450192535876e-03 -5.176606441212450518e-03 9.833739330769981635e+00 -5.123042805446968995e-01 -5.891518063387743975e-01 3.187109375000000000e+01 -2.968809604644775391e-01 7.665200233459471546e-01 2.045850992202758789e+00 -1.597586274147033691e-01 -1.366125643253326694e-01 -2.174067199230193259e-01 9.531781077384947620e-01
1.460384719999998808e+06 -6.445776478106624019e-03 -1.009463699797564021e-02 -1.005998749097009558e-02 9.784533625466870888e+00 -4.846014044115404262e-01 -5.673191475713945664e-01 3.180664062500000000e+01 -2.969021797180175781e-01 7.665240168571472168e-01 2.045871496200561079e+00 -1.597639173269272406e-01 -1.367114931344985962e-01 -2.174469679594039917e-01 9.531539082527159534e-01
1.468717719999998808e+06 -3.754872480762256205e-03 -1.122822441124729162e-02 -1.276391991703523278e-02 9.744929033393640694e+00 -4.882106847285276885e-01 -6.020348025662256575e-01 3.182226562500000000e+01 -2.969335913658142090e-01 7.665327191352845349e-01 2.045890808105468750e+00 -1.597503572702408392e-01 -1.368108093738555908e-01 -2.174593955278396051e-01 9.531391263008115455e-01
1.477050719999998808e+06 -1.549816856704758217e-03 -1.294891542295380227e-02 -1.412148592877098333e-02 9.785733764620607289e+00 -4.388388531374636248e-01 -5.708822452682260629e-01 3.182226562500000000e+01 -2.969741225242614746e-01 7.665424942970274769e-01 2.045907258987426758e+00 -1.597535163164139072e-01 -1.369101554155349731e-01 -2.174505889415740689e-01 9.531263113021848365e-01
1.485384719999998808e+06 6.306077268385913530e-03 -1.495526123783271974e-02 -1.123081520454800517e-02 9.750929729162312043e+00 -4.231800770351593077e-01 -5.856878732955401734e-01 3.185156250000000000e+01 -2.970222532749176025e-01 7.665554285049438477e-01 2.045922994613647461e+00 -1.597490906715393622e-01 -1.370211690664291937e-01 -2.174177020788192749e-01 9.531186223030089222e-01
1.493717719999998808e+06 1.194303135252581041e-02 -1.752709378973363319e-02 -1.315183713632721470e-02 9.838539887384914806e+00 -4.195751133217440199e-01 -6.304039828508273269e-01 3.187500000000000000e+01 -2.970775365829467773e-01 7.665712833404541016e-01 2.045938491821288618e+00 -1.597549766302108765e-01 -1.371397823095321933e-01 -2.173724770545958918e-01 9.531108140945433460e-01
1.502050719999998808e+06 1.537217973220620336e-02 -1.577507152501322549e-02 -1.344997010278666319e-02 9.800135434465415685e+00 -4.027117329691936032e-01 -6.451600838221891454e-01 3.189062500000000000e+01 -2.971342504024505615e-01 7.665867209434509277e-01 2.045938968658447266e+00 -1.597953587770462036e-01 -1.372312158346176425e-01 -2.172859609127044678e-01 9.531106352806092419e-01
1.510384719999998808e+06 2.272893258393665628e-02 -1.834593404077066239e-02 -1.404315104894509648e-02 9.758130564084718017e+00 -4.255892855356511739e-01 -6.527955404264986772e-01 3.189257812500000000e+01 -2.971998751163482666e-01 7.666011452674865723e-01 2.045965671539306197e+00 -1.597292125225067694e-01 -1.373670399188995639e-01 -2.172025889158248346e-01 9.531211256980897106e-01
1.518717719999998808e+06 2.811679911814768049e-02 -1.138432442038462764e-02 -1.275312632321382728e-02 9.771332094775795341e+00 -4.159562285618090272e-01 -6.506319922711065740e-01 3.183593750000000000e+01 -2.972681820392608643e-01 7.666172981262205921e-01 2.045989990234375000e+00 -1.596741825342178900e-01 -1.375064402818680365e-01 -2.171015888452529630e-01 9.531332254409790039e-01
1.527050719999998808e+06 3.130621612762519296e-02 -1.368465491058091024e-02 -1.304457387845555684e-02 9.785733764620607289e+00 -4.412474141474198586e-01 -6.120268507767072652e-01 3.187500000000000000e+01 -2.973373532295227051e-01 7.666361927986146130e-01 2.045988082885742188e+00 -1.597131937742233276e-01 -1.375863701105118353e-01 -2.169644683599472046e-01 9.531463980674743652e-01
1.535383719999998808e+06 3.204091501534721276e-02 -1.310279056830562783e-02 -1.305119679847940514e-02 9.790534321235544013e+00 -4.605163338874257439e-01 -6.355970977525255972e-01 3.187500000000000000e+01 -2.974554002285004217e-01 7.666548490524293102e-01 2.046056985855102539e+00 -1.595157384872437079e-01 -1.379257291555404663e-01 -2.168552428483963290e-01 9.531553387641904518e-01
1.543717719999998808e+06 3.203042911543933779e-02 -1.077520350739047915e-02 -1.573733795271126806e-02 9.792934599543011487e+00 -4.581079887076484058e-01 -6.132952902029713549e-01 3.186132812500000000e+01 -2.975240349769591730e-01 7.666705846786499023e-01 2.046067714691162109e+00 -1.594826281070709229e-01 -1.380094438791275302e-01 -2.167286425828932883e-01 9.531775712966920056e-01
1.552050719999998808e+06 3.031987990065885055e-02 -1.108061132330007137e-02 -1.384469771568411049e-02 9.777332790544464913e+00 -5.074820865155875715e-01 -5.730871842914063707e-01 3.184570312500000000e+01 -2.975968420505524237e-01 7.666927576065062366e-01 2.046055316925048828e+00 -1.595384925603866300e-01 -1.380516886711120883e-01 -2.165851891040801169e-01 9.531947374343872070e-01
1.560383719999998808e+06 2.737320155263625251e-02 -1.137362596247394782e-02 -1.569897500952804892e-02 9.807336269387823435e+00 -4.761734912633907024e-01 -6.052585831567420804e-01 3.184570312500000000e+01 -2.976736724376678467e-01 7.667129039764403187e-01 2.046050786972045454e+00 -1.596002280712128241e-01 -1.381165385246277133e-01 -2.164482474327086847e-01 9.532061219215393066e-01
1.568717719999998808e+06 2.173650467934640923e-02 -1.284432748994506629e-02 -1.565166956203278142e-02 9.815737243463964035e+00 -4.677442831341694363e-01 -5.995010234117557069e-01 3.187109375000000000e+01 -2.977581620216369629e-01 7.667390704154968262e-01 2.046050310134888139e+00 -1.596240252256392878e-01 -1.381832063198089877e-01 -2.163276374340056818e-01 9.532198309898374244e-01
1.577050719999998808e+06 1.855037234732731868e-02 -1.574656012665233765e-02 -1.669590426141086270e-02 9.780933208005670565e+00 -4.617197510716894993e-01 -5.990198490534305309e-01 3.188671875000000000e+01 -2.978456616401672363e-01 7.667596936225891113e-01 2.046060323715209517e+00 -1.596048921346664706e-01 -1.382603943347931463e-01 -2.162328362464904508e-01 9.532333016395567737e-01
1.585384719999998808e+06 1.659108285133311864e-02 -1.777924329184750116e-02 -1.694602886909663680e-02 9.794134738696749665e+00 -4.472695720779352180e-01 -5.945071896231046704e-01 3.185156250000000000e+01 -2.979391217231750488e-01 7.667843699455261230e-01 2.046070575714111772e+00 -1.595899015665054321e-01 -1.383432894945144931e-01 -2.161493748426436823e-01 9.532426595687865101e-01
1.593717719999998808e+06 1.512013459817771951e-02 -1.778545258415057534e-02 -1.693412636041187469e-02 9.807336269387823435e+00 -4.123466244995537822e-01 -5.853009609337080921e-01 3.187109375000000000e+01 -2.980341613292694092e-01 7.668112516403198242e-01 2.046082496643066406e+00 -1.595858633518219549e-01 -1.384331583976745605e-01 -2.160755097866058072e-01 9.532470703125000000e-01
1.602050719999998808e+06 1.046484513251381629e-02 -1.983077427954339084e-02 -1.689408425302498656e-02 9.807336269387823435e+00 -4.280022710642685801e-01 -6.323178275972138884e-01 3.186132812500000000e+01 -2.981325685977935791e-01 7.668415307998657227e-01 2.046095371246337447e+00 -1.595747470855713446e-01 -1.385244578123093206e-01 -2.160244584083556851e-01 9.532473087310788795e-01
1.610384719999998808e+06 7.282535681315110802e-03 -1.898612682315059183e-02 -1.472253938952538740e-02 9.796535017004215362e+00 -3.858514821542328721e-01 -6.169031253361492162e-01 3.186132812500000000e+01 -2.982323169708251953e-01 7.668772339820860706e-01 2.046110153198242188e+00 -1.595663428306579867e-01 -1.386168450117111484e-01 -2.159777581691741111e-01 9.532458782196044922e-01
1.618717719999998808e+06 8.027369593924336272e-03 -2.101997456221031679e-02 -1.231103077162724359e-02 9.780933208005670565e+00 -4.075271283476770146e-01 -6.284328580596334479e-01 3.189453125000000000e+01 -2.983325123786926270e-01 7.669169902801513672e-01 2.046123504638671875e+00 -1.595670878887176514e-01 -1.387107372283936102e-01 -2.159417420625686368e-01 9.532402157783507191e-01
1.627050719999998808e+06 1.159529326496266726e-03 -1.959954236403126798e-02 -1.279385579360320206e-02 9.800135434465415685e+00 -3.726047203447423461e-01 -6.534021375445802082e-01 3.190820312500000000e+01 -2.984336614608764648e-01 7.669575214385985218e-01 2.046135187149047852e+00 -1.595758050680159967e-01 -1.388128101825714666e-01 -2.159056216478347501e-01 9.532321095466614880e-01
1.635384719999998808e+06 3.128178608522005476e-03 -1.960381158404736132e-02 -1.012627131367688400e-02 9.792934599543011487e+00 -3.762169143691406203e-01 -6.192083969105499630e-01 3.190820312500000000e+01 -2.985355257987976074e-01 7.670057415962219238e-01 2.046147584915160689e+00 -1.596117764711380005e-01 -1.388999372720718661e-01 -2.158841639757156372e-01 9.532182216644288220e-01
1.643717719999998808e+06 2.152642412077076638e-03 -1.846172516878010969e-02 -7.704570596894571091e-03 9.753330007469779517e+00 -3.918689997359085520e-01 -6.104220626049920995e-01 3.187109375000000000e+01 -2.986382246017456055e-01 7.670594453811644398e-01 2.046159744262695757e+00 -1.596536338329315186e-01 -1.389957815408706665e-01 -2.158704549074172696e-01 9.532003402709962048e-01
1.652050719999998808e+06 6.847583699372064570e-04 -2.020546837709641733e-02 -7.422307642014806285e-03 9.809736547695292685e+00 -4.075297183098201548e-01 -5.947411094051693325e-01 3.187109375000000000e+01 -2.987409532070159912e-01 7.671169638633728027e-01 2.046168565750122070e+00 -1.597051471471786499e-01 -1.390885412693024237e-01 -2.158587127923965177e-01 9.531807899475096546e-01
1.660383719999998808e+06 2.403337359480783864e-03 -2.424452276504092743e-02 -8.504874038979178333e-03 9.822938078386371785e+00 -4.075309053758024991e-01 -6.113828602247093347e-01 3.189062500000000000e+01 -2.988473474979400635e-01 7.671868801116942249e-01 2.046170473098754883e+00 -1.597967594861984808e-01 -1.391902863979339877e-01 -2.158448994159697654e-01 9.531537890434264026e-01
